0.19725,0.6673,0.21952
0.19557,0.6673,0.21947
0.19389,0.6673,0.2194
0.19222,0.6673,0.2193
0.19054,0.6673,0.21917
0.18886,0.6673,0.21901
0.18718,0.6673,0.21883
0.18551,0.6673,0.21862
0.18383,0.6673,0.21837
0.18215,0.6673,0.21809
0.18047,0.6673,0.21777
0.1788,0.6673,0.21741
0.17712,0.6673,0.21702
0.17544,0.6673,0.21658
0.17376,0.6673,0.21609
0.17208,0.6673,0.21556
0.17041,0.6673,0.21496
0.16873,0.6673,0.21432
0.16705,0.6673,0.21362
0.16537,0.6673,0.21286
0.1637,0.6673,0.21203
0.16202,0.6673,0.21111
0.16034,0.6673,0.21012
0.15866,0.6673,0.20904
0.15699,0.6673,0.20787
0.15531,0.6673,0.2066
0.15363,0.6673,0.2052
0.15195,0.6673,0.20367
0.15027,0.6673,0.20202
0.1486,0.6673,0.20022
0.14692,0.6673,0.19823
0.14524,0.6673,0.19606
0.14356,0.6673,0.1937
0.14189,0.6673,0.19109
0.14021,0.6673,0.18825
0.13853,0.6673,0.18514
0.13685,0.6673,0.18174
0.13518,0.6673,0.17808
0.1335,0.6673,0.17419
0.13182,0.6673,0.17009
0.13014,0.6673,0.16588
0.12847,0.6673,0.16164
0.12679,0.6673,0.15753
0.12511,0.6673,0.15357
0.12343,0.6673,0.14987
0.12175,0.6673,0.14647
0.12008,0.6673,0.14338
0.1184,0.6673,0.14055
0.11672,0.6673,0.13798
0.11504,0.6673,0.13567
0.11337,0.6673,0.13359
0.11169,0.6673,0.13171
0.11001,0.6673,0.13001
0.10833,0.6673,0.12847
0.10666,0.6673,0.12708
0.10498,0.6673,0.12583
0.1033,0.6673,0.12469
0.10162,0.6673,0.12367
0.099944,0.6673,0.12274
0.098267,0.6673,0.1219
0.096589,0.6673,0.12115
0.094911,0.6673,0.12046
0.093234,0.6673,0.11986
0.091556,0.6673,0.11932
0.089878,0.6673,0.11884
0.088201,0.6673,0.11841
0.086523,0.6673,0.11804
0.084845,0.6673,0.11772
0.083168,0.6673,0.11745
0.08149,0.6673,0.11722
0.079812,0.6673,0.11703
0.078135,0.6673,0.11687
0.076457,0.6673,0.11675
0.074779,0.6673,0.11667
0.073102,0.6673,0.11662
0.071424,0.6673,0.1166
0.069746,0.6673,0.11661
0.068068,0.6673,0.11665
0.066391,0.6673,0.11672
0.064713,0.6673,0.11682
0.063035,0.6673,0.11696
0.061358,0.6673,0.11713
0.05968,0.6673,0.11735
0.058002,0.6673,0.1176
0.056325,0.6673,0.11789
0.054647,0.6673,0.11823
0.052969,0.6673,0.11862
0.051292,0.6673,0.11905
0.049614,0.6673,0.11954
0.047936,0.6673,0.12009
0.046259,0.6673,0.1207
0.044581,0.6673,0.12137
0.042903,0.6673,0.12211
0.041226,0.6673,0.12292
0.039548,0.6673,0.12381
0.03787,0.6673,0.12479
0.036193,0.6673,0.12587
0.034515,0.6673,0.12703
0.032837,0.6673,0.12831
0.031159,0.6673,0.1297
0.029482,0.6673,0.13121
0.027804,0.6673,0.13286
0.026126,0.6673,0.13466
0.024449,0.6673,0.13662
0.022771,0.6673,0.13876
0.021093,0.6673,0.14107
0.019416,0.6673,0.14358
0.017738,0.6673,0.14629
0.01606,0.6673,0.14922
0.014383,0.6673,0.15236
0.012705,0.6673,0.1557
0.011027,0.6673,0.15922
0.0093496,0.6673,0.16288
0.0076719,0.6673,0.16665
